State,GEOID,Type
Florida,12127081700,Low-Income Community
Florida,12127081800,Low-Income Community
Florida,12127082000,Low-Income Community
Florida,12127082100,Low-Income Community
Florida,12127082301,Low-Income Community
Florida,12127082401,Low-Income Community
Florida,12127082415,Low-Income Community
Florida,12127082511,Low-Income Community
Florida,12127083008,Low-Income Community
Florida,12127090500,Low-Income Community
Florida,12127090600,Low-Income Community
Florida,12129010202,Low-Income Community
Florida,12131950301,Low-Income Community
Florida,12133970104,Low-Income Community
Georgia,13003960100,Low-Income Community
Georgia,13009970200,Low-Income Community
Georgia,13009970400,Low-Income Community
Georgia,13009970500,Low-Income Community
Georgia,13009970600,Low-Income Community
Georgia,13009970701,Low-Income Community
Georgia,13009970702,Low-Income Community
Georgia,13013180205,Low-Income Community
Georgia,13017960100,Low-Income Community
Georgia,13017960300,Low-Income Community
Georgia,13017960400,Low-Income Community
Georgia,13017960500,Low-Income Community
Georgia,13019970400,Low-Income Community
Georgia,13021010100,Low-Income Community
Georgia,13021010400,Low-Income Community
Georgia,13021010500,Low-Income Community
Georgia,13021011000,Low-Income Community
Georgia,13021011100,Low-Income Community
Georgia,13021011500,Low-Income Community
Georgia,13021012300,Low-Income Community
Georgia,13021012400,Low-Income Community
Georgia,13021012500,Low-Income Community
Georgia,13021012600,Low-Income Community
Georgia,13021012700,Low-Income Community
Georgia,13021012800,Low-Income Community
Georgia,13021012900,Low-Income Community
Georgia,13021013800,Low-Income Community
Georgia,13021013900,Low-Income Community
Georgia,13023790200,Low-Income Community
Georgia,13027960300,Low-Income Community
Georgia,13027960400,Low-Income Community
Georgia,13031110200,Low-Income Community
Georgia,13031110401,Low-Income Community
Georgia,13031110403,Low-Income Community
Georgia,13031110404,Low-Income Community
Georgia,13031110500,Low-Income Community
Georgia,13031110602,Low-Income Community
Georgia,13033950100,Low-Income Community
Georgia,13033950200,Low-Income Community
Georgia,13033950400,Low-Income Community
Georgia,13037950100,Low-Income Community
Georgia,13037950200,Low-Income Community
Georgia,13043950100,Low-Income Community
Georgia,13043950300,Low-Income Community
Georgia,13045910501,Low-Income Community
Georgia,13045910502,Low-Income Community
Georgia,13051000100,Low-Income Community
Georgia,13051000601,Low-Income Community
Georgia,13051001100,Low-Income Community
Georgia,13051001200,Low-Income Community
Georgia,13051002100,Low-Income Community
Georgia,13051002700,Low-Income Community
Georgia,13051003301,Low-Income Community
Georgia,13051010101,Low-Income Community
Georgia,13051010901,Low-Income Community
Georgia,13061960300,Low-Income Community
Georgia,13063040303,Low-Income Community
Georgia,13063040306,Low-Income Community
Georgia,13063040415,Low-Income Community
Georgia,13065970100,Low-Income Community
Georgia,13067030411,Low-Income Community
Georgia,13067030412,Low-Income Community
Georgia,13067030800,Low-Income Community
Georgia,13067031001,Low-Income Community
Georgia,13067031113,Low-Income Community
Georgia,13069010500,Low-Income Community
Georgia,13069010700,Low-Income Community
Georgia,13069010802,Low-Income Community
Georgia,13071970300,Low-Income Community
Georgia,13071970400,Low-Income Community
Georgia,13071970702,Low-Income Community
Georgia,13071970800,Low-Income Community
Georgia,13075960200,Low-Income Community
Georgia,13077170305,Low-Income Community
Georgia,13077170601,Low-Income Community
Georgia,13081010100,Low-Income Community
Georgia,13081010201,Low-Income Community
Georgia,13081010202,Low-Income Community
Georgia,13087970400,Low-Income Community
Georgia,13089020600,Low-Income Community
Georgia,13089021204,Low-Income Community
Georgia,13089021409,Low-Income Community
Georgia,13089021908,Low-Income Community
Georgia,13089021911,Low-Income Community
Georgia,13089022007,Low-Income Community
Georgia,13089022008,Low-Income Community
Georgia,13089022010,Low-Income Community
Georgia,13089023108,Low-Income Community
Georgia,13089023112,Low-Income Community
Georgia,13089023504,Low-Income Community
Georgia,13089023700,Low-Income Community
Georgia,13091960200,Low-Income Community
Georgia,13093970100,Low-Income Community
Georgia,13093970300,Low-Income Community
Georgia,13095000200,Low-Income Community
Georgia,13095000800,Low-Income Community
Georgia,13095001000,Low-Income Community
Georgia,13095001100,Low-Income Community
Georgia,13095001403,Low-Income Community
Georgia,13095001500,Low-Income Community
Georgia,13095010302,Low-Income Community
Georgia,13095010601,Low-Income Community
Georgia,13095010700,Low-Income Community
Georgia,13095011400,Low-Income Community
Georgia,13097080201,Low-Income Community
Georgia,13097080202,Low-Income Community
Georgia,13099090400,Low-Income Community
Georgia,13099090500,Low-Income Community
Georgia,13101880100,Low-Income Community
Georgia,13105000400,Low-Income Community
Georgia,13107970100,Low-Income Community
Georgia,13107970300,Low-Income Community
Georgia,13107970400,Low-Income Community
Georgia,13107970600,Low-Income Community
Georgia,13109970300,Low-Income Community
Georgia,13115001100,Low-Income Community
Georgia,13115001600,Low-Income Community
Georgia,13121002500,Low-Income Community
Georgia,13121002600,Low-Income Community
Georgia,13121004200,Low-Income Community
Georgia,13121004300,Low-Income Community
Georgia,13121005502,Low-Income Community
Georgia,13121006300,Low-Income Community
Georgia,13121006400,Low-Income Community
Georgia,13121006601,Low-Income Community
Georgia,13121007200,Low-Income Community
Georgia,13121007400,Low-Income Community
Georgia,13121007500,Low-Income Community
Georgia,13121007602,Low-Income Community
Georgia,13121007603,Low-Income Community
Georgia,13121007704,Low-Income Community
Georgia,13121007705,Low-Income Community
Georgia,13121007807,Low-Income Community
Georgia,13121008000,Low-Income Community
Georgia,13121008102,Low-Income Community
Georgia,13121008201,Low-Income Community
Georgia,13121008400,Low-Income Community
Georgia,13121008500,Low-Income Community
Georgia,13121008601,Low-Income Community
Georgia,13121010603,Low-Income Community
Georgia,13121011000,Low-Income Community
Georgia,13121011800,Low-Income Community
Georgia,13121011900,Low-Income Community
Georgia,13121012000,Low-Income Community
Georgia,13123080300,Low-Income Community
Georgia,13127000504,Low-Income Community
Georgia,13127000700,Low-Income Community
Georgia,13127000800,Low-Income Community
Georgia,13131950300,Low-Income Community
Georgia,13131950500,Low-Income Community
Georgia,13133950200,Low-Income Community
Georgia,13133950303,Low-Income Community
Georgia,13135050306,Low-Income Community
Georgia,13135050319,Low-Income Community
Georgia,13135050320,Low-Income Community
Georgia,13139000800,Low-Income Community
Georgia,13139001003,Low-Income Community
Georgia,13139001101,Low-Income Community
Georgia,13141480400,Low-Income Community
Georgia,13163960300,Low-Income Community
Georgia,13163960400,Low-Income Community
Georgia,13165960100,Low-Income Community
Georgia,13175950300,Low-Income Community
Georgia,13175950400,Low-Income Community
Georgia,13175950800,Low-Income Community
Georgia,13175950900,Low-Income Community
Georgia,13181970100,Low-Income Community
Georgia,13185010500,Low-Income Community
Georgia,13185010800,Low-Income Community
Georgia,13185010900,Low-Income Community
Georgia,13185011000,Low-Income Community
Georgia,13185011301,Low-Income Community
Georgia,13185011302,Low-Income Community
Georgia,13189950200,Low-Income Community
Georgia,13189950400,Low-Income Community
Georgia,13193000300,Low-Income Community
Georgia,13193000400,Low-Income Community
Georgia,13201950100,Low-Income Community
Georgia,13201950200,Low-Income Community
Georgia,13205090100,Low-Income Community
Georgia,13205090200,Low-Income Community
Georgia,13205090300,Low-Income Community
Georgia,13215000300,Low-Income Community
Georgia,13215001400,Low-Income Community
Georgia,13215001600,Low-Income Community
Georgia,13215001800,Low-Income Community
Georgia,13215002200,Low-Income Community
Georgia,13215002500,Low-Income Community
Georgia,13215002700,Low-Income Community
Georgia,13215002800,Low-Income Community
Georgia,13215002902,Low-Income Community
Georgia,13215003000,Low-Income Community
Georgia,13215003200,Low-Income Community
Georgia,13215003302,Low-Income Community
Georgia,13215003400,Low-Income Community
Georgia,13215011100,Low-Income Community
Georgia,13215011200,Low-Income Community
Georgia,13215011400,Low-Income Community
Georgia,13217100700,Low-Income Community
Georgia,13225040200,Low-Income Community
Georgia,13225040302,Low-Income Community
Georgia,13225040400,Low-Income Community
Georgia,13229960300,Low-Income Community
Georgia,13233010400,Low-Income Community
Georgia,13243790200,Low-Income Community
Georgia,13245000200,Low-Income Community
Georgia,13245000300,Low-Income Community
Georgia,13245000600,Low-Income Community
Georgia,13245000700,Low-Income Community
Georgia,13245000900,Low-Income Community
Georgia,13245001000,Low-Income Community
Georgia,13245001400,Low-Income Community
Georgia,13245001500,Low-Income Community
Georgia,13245010400,Low-Income Community
Georgia,13245010504,Low-Income Community
Georgia,13245010600,Low-Income Community
Georgia,13245010710,Low-Income Community
Georgia,13245011000,Low-Income Community
Georgia,13251970400,Low-Income Community
Georgia,13255160300,Low-Income Community
Georgia,13255160400,Low-Income Community
Georgia,13255160700,Low-Income Community
Georgia,13255160800,Low-Income Community
Georgia,13255160900,Low-Income Community
Georgia,13259950100,Low-Income Community
Georgia,13259950400,Low-Income Community
Georgia,13261950200,Low-Income Community
Georgia,13261950300,Low-Income Community
Georgia,13261950600,Low-Income Community
Georgia,13261950700,Low-Income Community
Georgia,13265010200,Low-Income Community
Georgia,13267950201,Low-Income Community
Georgia,13267950202,Low-Income Community
Georgia,13269950300,Low-Income Community
Georgia,13271950100,Low-Income Community
Georgia,13273120300,Low-Income Community
Georgia,13273120400,Low-Income Community
Georgia,13275960100,Low-Income Community
Georgia,13275960700,Low-Income Community
Georgia,13277960600,Low-Income Community
Georgia,13277960700,Low-Income Community
Georgia,13277960800,Low-Income Community
Georgia,13279970100,Low-Income Community
Georgia,13285960501,Low-Income Community
Georgia,13285960600,Low-Income Community
Georgia,13285960800,Low-Income Community
Georgia,13285960901,Low-Income Community
Georgia,13293010201,Low-Income Community
Georgia,13293010500,Low-Income Community
Georgia,13295020200,Low-Income Community
Georgia,13297110400,Low-Income Community
Georgia,13299950400,Low-Income Community
Georgia,13299950500,Low-Income Community
Georgia,13299950700,Low-Income Community
Georgia,13299950800,Low-Income Community
Georgia,13299950900,Low-Income Community
Georgia,13301970400,Low-Income Community
Georgia,13303950400,Low-Income Community
Georgia,13303950700,Low-Income Community
Georgia,13305970500,Low-Income Community
Guam,66010950300,Non-LIC Contiguous
Guam,66010950401,Low-Income Community
Guam,66010950402,Low-Income Community
Guam,66010950501,Low-Income Community
Guam,66010950502,Low-Income Community
Guam,66010950900,Non-LIC Contiguous
Guam,66010951000,Low-Income Community
Guam,66010951600,Low-Income Community
Guam,66010951800,Low-Income Community
Guam,66010951901,Low-Income Community
Guam,66010951902,Low-Income Community
Guam,66010952400,Low-Income Community
Guam,66010952800,Low-Income Community
Guam,66010952900,Low-Income Community
Guam,66010953000,Low-Income Community
Guam,66010953300,Low-Income Community
Guam,66010953400,Low-Income Community
Guam,66010953900,Low-Income Community
Guam,66010954400,Low-Income Community
Guam,66010954800,Low-Income Community
Guam,66010955300,Low-Income Community
Guam,66010955400,Low-Income Community
Guam,66010955600,Low-Income Community
Guam,66010955700,Low-Income Community
Guam,66010956000,Low-Income Community
Hawaii,15001020300,Low-Income Community
Hawaii,15001020400,Low-Income Community
Hawaii,15001020500,Low-Income Community
Hawaii,15001020600,Low-Income Community
Hawaii,15001021504,Low-Income Community
Hawaii,15001021601,Non-LIC Contiguous
Hawaii,15003005200,Low-Income Community
Hawaii,15003005300,Low-Income Community
Hawaii,15003005500,Low-Income Community
Hawaii,15003005700,Low-Income Community
Hawaii,15003005800,Low-Income Community
Hawaii,15003005900,Low-Income Community
Hawaii,15003007504,Low-Income Community
Hawaii,15003008001,Low-Income Community
Hawaii,15003008003,Low-Income Community
Hawaii,15003008502,Low-Income Community
Hawaii,15003008702,Low-Income Community
Hawaii,15003008703,Low-Income Community
Hawaii,15003008914,Low-Income Community
Hawaii,15007040104,Low-Income Community
Hawaii,15007040604,Low-Income Community
Hawaii,15009030404,Low-Income Community
Hawaii,15009030901,Low-Income Community
Hawaii,15009031700,Low-Income Community
Hawaii,15009031900,Non-LIC Contiguous
Idaho,16001002000,Low-Income Community
Idaho,16001010321,Low-Income Community
Idaho,16003950100,Non-LIC Contiguous
Idaho,16005001601,Low-Income Community
Idaho,16009950100,Low-Income Community
Idaho,16017950300,Low-Income Community
Idaho,16021970200,Low-Income Community
Idaho,16027020200,Low-Income Community
Idaho,16027022100,Low-Income Community
Idaho,16027022200,Low-Income Community
Idaho,16035940000,Non-LIC Contiguous
Idaho,16035970100,Low-Income Community
Idaho,16039960300,Low-Income Community
Idaho,16047960100,Low-Income Community
Idaho,16049940000,Low-Income Community
Idaho,16049960400,Low-Income Community
Idaho,16053970400,Low-Income Community
Idaho,16055000602,Low-Income Community
Idaho,16057005100,Low-Income Community
Idaho,16057005400,Low-Income Community
Idaho,16061940001,Low-Income Community
Idaho,16067970500,Low-Income Community
Idaho,16069960300,Low-Income Community
Idaho,16075960200,Low-Income Community
Idaho,16079960300,Low-Income Community
Idaho,16083000400,Low-Income Community
Idaho,16083001100,Low-Income Community
Idaho,16085970300,Low-Income Community
Illinois,17001000800,Low-Income Community
Illinois,17003957900,Low-Income Community
Illinois,17005951300,Low-Income Community
Illinois,17007010100,Low-Income Community
Illinois,17011965600,Low-Income Community
Illinois,17015960300,Low-Income Community
Illinois,17017960500,Low-Income Community
Illinois,17019000301,Low-Income Community
Illinois,17019000401,Low-Income Community
Illinois,17019000402,Low-Income Community
Illinois,17019000901,Low-Income Community
Illinois,17019005300,Low-Income Community
Illinois,17019005900,Low-Income Community
Illinois,17021958900,Low-Income Community
Illinois,17023060200,Low-Income Community
Illinois,17025972100,Low-Income Community
Illinois,17027900401,Low-Income Community
Illinois,17029000500,Low-Income Community
Illinois,17031230600,Low-Income Community
Illinois,17031231200,Low-Income Community
Illinois,17031231500,Low-Income Community
Illinois,17031251300,Low-Income Community
Illinois,17031251500,Low-Income Community
Illinois,17031251800,Low-Income Community
Illinois,17031251900,Low-Income Community
Illinois,17031260200,Low-Income Community
Illinois,17031260600,Low-Income Community
Illinois,17031270500,Low-Income Community
Illinois,17031271200,Low-Income Community
Illinois,17031271300,Low-Income Community
Illinois,17031271800,Low-Income Community
Illinois,17031280400,Low-Income Community
Illinois,17031280900,Low-Income Community
Illinois,17031290900,Low-Income Community
Illinois,17031291200,Low-Income Community
Illinois,17031292200,Low-Income Community
Illinois,17031292500,Low-Income Community
Illinois,17031301200,Low-Income Community
Illinois,17031340600,Low-Income Community
Illinois,17031350100,Low-Income Community
Illinois,17031351100,Low-Income Community
Illinois,17031351400,Low-Income Community
Illinois,17031351500,Low-Income Community
Illinois,17031380100,Low-Income Community
Illinois,17031380500,Low-Income Community
Illinois,17031381400,Low-Income Community
Illinois,17031390300,Low-Income Community
Illinois,17031400300,Low-Income Community
Illinois,17031400400,Low-Income Community
Illinois,17031400500,Low-Income Community
Illinois,17031400800,Low-Income Community
Illinois,17031420500,Low-Income Community
Illinois,17031420600,Low-Income Community
Illinois,17031420700,Low-Income Community
Illinois,17031420800,Low-Income Community
Illinois,17031430101,Low-Income Community
Illinois,17031430200,Low-Income Community
Illinois,17031430300,Low-Income Community
Illinois,17031430400,Low-Income Community
Illinois,17031430600,Low-Income Community
Illinois,17031430900,Low-Income Community
Illinois,17031431301,Low-Income Community
Illinois,17031431302,Low-Income Community
Illinois,17031440201,Low-Income Community
Illinois,17031460100,Low-Income Community
Illinois,17031460200,Low-Income Community
Illinois,17031460301,Low-Income Community
Illinois,17031460302,Low-Income Community
Illinois,17031460400,Low-Income Community
Illinois,17031460500,Low-Income Community
Illinois,17031470100,Low-Income Community
Illinois,17031490901,Low-Income Community
Illinois,17031491300,Low-Income Community
Illinois,17031491400,Low-Income Community
Illinois,17031500100,Low-Income Community
Illinois,17031500200,Low-Income Community
Illinois,17031500300,Low-Income Community
Illinois,17031520200,Low-Income Community
Illinois,17031530200,Low-Income Community
Illinois,17031530502,Low-Income Community
Illinois,17031540101,Low-Income Community
Illinois,17031611000,Low-Income Community
Illinois,17031611100,Low-Income Community
Illinois,17031611200,Low-Income Community
Illinois,17031611600,Low-Income Community
Illinois,17031611700,Low-Income Community
Illinois,17031611800,Low-Income Community
Illinois,17031611900,Low-Income Community
Illinois,17031660301,Low-Income Community
Illinois,17031660600,Low-Income Community
Illinois,17031660700,Low-Income Community
Illinois,17031660800,Low-Income Community
Illinois,17031660900,Low-Income Community
Illinois,17031670100,Low-Income Community
Illinois,17031670200,Low-Income Community
Illinois,17031670400,Low-Income Community
Illinois,17031670500,Low-Income Community
Illinois,17031670600,Low-Income Community
Illinois,17031670700,Low-Income Community
Illinois,17031670800,Low-Income Community
Illinois,17031671100,Low-Income Community
Illinois,17031671200,Low-Income Community
Illinois,17031671400,Low-Income Community
Illinois,17031671500,Low-Income Community
Illinois,17031671600,Low-Income Community
Illinois,17031671800,Low-Income Community
Illinois,17031680500,Low-Income Community
Illinois,17031680600,Low-Income Community
Illinois,17031680900,Low-Income Community
Illinois,17031681000,Low-Income Community
Illinois,17031681200,Low-Income Community
Illinois,17031681300,Low-Income Community
Illinois,17031690300,Low-Income Community
Illinois,17031691000,Low-Income Community
Illinois,17031691100,Low-Income Community
Illinois,17031691300,Low-Income Community
Illinois,17031691400,Low-Income Community
Illinois,17031691500,Low-Income Community
Illinois,17031710100,Low-Income Community
Illinois,17031710200,Low-Income Community
Illinois,17031710300,Low-Income Community
Illinois,17031710500,Low-Income Community
Illinois,17031711000,Low-Income Community
Illinois,17031711400,Low-Income Community
Illinois,17031750600,Low-Income Community
Illinois,17031803606,Low-Income Community
Illinois,17031811600,Low-Income Community
Illinois,17031813400,Low-Income Community
Illinois,17031813900,Low-Income Community
Illinois,17031814200,Low-Income Community
Illinois,17031814400,Low-Income Community
Illinois,17031814900,Low-Income Community
Illinois,17031817200,Low-Income Community
Illinois,17031817300,Low-Income Community
Illinois,17031817500,Low-Income Community
Illinois,17031817700,Low-Income Community
Illinois,17031820400,Low-Income Community
Illinois,17031820605,Low-Income Community
Illinois,17031821200,Low-Income Community
Illinois,17031821401,Low-Income Community
Illinois,17031821500,Low-Income Community
Illinois,17031822400,Low-Income Community
Illinois,17031823703,Low-Income Community
Illinois,17031823705,Low-Income Community
Illinois,17031824800,Low-Income Community
Illinois,17031825501,Low-Income Community
Illinois,17031825600,Low-Income Community
Illinois,17031825801,Low-Income Community
Illinois,17031825900,Low-Income Community
Illinois,17031826000,Low-Income Community
Illinois,17031826100,Low-Income Community
Illinois,17031826202,Low-Income Community
Illinois,17031826303,Low-Income Community
Illinois,17031826402,Low-Income Community
Illinois,17031826500,Low-Income Community
Illinois,17031826600,Low-Income Community
Illinois,17031826700,Low-Income Community
Illinois,17031826800,Low-Income Community
Illinois,17031826901,Low-Income Community
Illinois,17031827000,Low-Income Community
Illinois,17031827100,Low-Income Community
Illinois,17031827400,Low-Income Community
Illinois,17031827500,Low-Income Community
Illinois,17031827600,Low-Income Community
Illinois,17031828504,Low-Income Community
Illinois,17031829000,Low-Income Community
Illinois,17031829302,Low-Income Community
Illinois,17031829401,Low-Income Community
Illinois,17031829700,Low-Income Community
Illinois,17031830007,Low-Income Community
Illinois,17031830300,Low-Income Community
Illinois,17031834000,Low-Income Community
Illinois,17031834200,Low-Income Community
Illinois,17031834300,Low-Income Community
Illinois,17031834400,Low-Income Community
Illinois,17031834500,Low-Income Community
Illinois,17031834600,Low-Income Community
Illinois,17031834700,Low-Income Community
Illinois,17031834800,Low-Income Community
Illinois,17031834900,Low-Income Community
Illinois,17031835000,Low-Income Community
Illinois,17031835500,Low-Income Community
Illinois,17031835900,Low-Income Community
Illinois,17031836000,Low-Income Community
Illinois,17031836100,Low-Income Community
Illinois,17031836900,Low-Income Community
Illinois,17031837000,Low-Income Community
Illinois,17031838600,Low-Income Community
Illinois,17031838700,Low-Income Community
Illinois,17031838800,Low-Income Community
Illinois,17031841000,Low-Income Community
Illinois,17031841400,Low-Income Community
Illinois,17031841500,Low-Income Community
Illinois,17031841800,Low-Income Community
Illinois,17031842100,Low-Income Community
Illinois,17031842900,Low-Income Community
Illinois,17031843000,Low-Income Community
Illinois,17031843300,Low-Income Community
Illinois,17031843600,Low-Income Community
Illinois,17033880400,Low-Income Community
Illinois,17035972400,Low-Income Community
Illinois,17037001001,Low-Income Community
Illinois,17037001002,Low-Income Community
Illinois,17037002200,Low-Income Community
Illinois,17039971800,Low-Income Community
Illinois,17041952000,Low-Income Community
Illinois,17043840104,Low-Income Community
Illinois,17045070300,Low-Income Community
Illinois,17047957100,Low-Income Community
Illinois,17049950800,Low-Income Community
Illinois,17051950900,Low-Income Community
Illinois,17055040600,Low-Income Community
Illinois,17057953500,Low-Income Community
Illinois,17059972800,Low-Income Community
Illinois,17061973900,Low-Income Community
Illinois,17065973200,Low-Income Community
Illinois,17067954100,Low-Income Community
Illinois,17069970900,Low-Income Community
Illinois,17071973500,Low-Income Community
Illinois,17073030800,Low-Income Community
Illinois,17075950400,Low-Income Community
Illinois,17077011200,Low-Income Community
Illinois,17077011400,Low-Income Community
Illinois,17077011700,Low-Income Community
Illinois,17079977400,Low-Income Community
Illinois,17081051000,Low-Income Community
Illinois,17083010402,Low-Income Community
Illinois,17085020500,Low-Income Community
Illinois,17087977800,Low-Income Community
Illinois,17089850202,Low-Income Community
Illinois,17089850301,Low-Income Community
Illinois,17089851400,Low-Income Community
Illinois,17089851600,Low-Income Community
Illinois,17089851904,Low-Income Community
Illinois,17089853200,Low-Income Community
Illinois,17089853400,Low-Income Community
Illinois,17089853600,Low-Income Community
Illinois,17089854301,Low-Income Community
Illinois,17089854400,Low-Income Community
Illinois,17091011500,Low-Income Community
Illinois,17091011600,Low-Income Community
Illinois,17091011700,Low-Income Community
Illinois,17091012300,Low-Income Community
Illinois,17095001100,Low-Income Community
Illinois,17097860302,Low-Income Community
Illinois,17097862300,Low-Income Community
Illinois,17097862605,Low-Income Community
Illinois,17097862700,Low-Income Community
Illinois,17097862901,Low-Income Community
Illinois,17099964300,Low-Income Community
Illinois,17101880800,Low-Income Community
Illinois,17103000600,Low-Income Community
Illinois,17105960500,Low-Income Community
Illinois,17107953100,Low-Income Community
Illinois,17109010500,Low-Income Community
Illinois,17111870301,Low-Income Community
Illinois,17113000200,Low-Income Community
Illinois,17115000200,Low-Income Community
Illinois,17115000300,Low-Income Community
Illinois,17115000500,Low-Income Community
Illinois,17115000900,Low-Income Community
Illinois,17115003100,Low-Income Community
Illinois,17117956900,Low-Income Community
Illinois,17119400200,Low-Income Community
Illinois,17119400600,Low-Income Community
Illinois,17119400700,Low-Income Community
Illinois,17119402200,Low-Income Community
Illinois,17119404000,Low-Income Community
Illinois,17121952700,Low-Income Community
Illinois,17123961500,Low-Income Community
Illinois,17125956500,Low-Income Community
Illinois,17127970200,Low-Income Community
Illinois,17135958000,Low-Income Community
Illinois,17137952000,Low-Income Community
Illinois,17139977200,Low-Income Community
Illinois,17141961100,Low-Income Community
Illinois,17143000300,Low-Income Community
Illinois,17143000900,Low-Income Community
Illinois,17143001200,Low-Income Community
Illinois,17143002100,Low-Income Community
Illinois,17143005000,Low-Income Community
Illinois,17145030400,Low-Income Community
Illinois,17149952700,Low-Income Community
Illinois,17151971300,Low-Income Community
Illinois,17153971100,Low-Income Community
Illinois,17157950600,Low-Income Community
Illinois,17159978000,Low-Income Community
Illinois,17161023500,Low-Income Community
Illinois,17161023600,Low-Income Community
Illinois,17163500500,Low-Income Community
Illinois,17163500900,Low-Income Community
Illinois,17163501300,Low-Income Community
Illinois,17163501603,Low-Income Community
Illinois,17163502700,Low-Income Community
Illinois,17163504500,Low-Income Community
Illinois,17163504600,Low-Income Community
Illinois,17165955900,Low-Income Community
Illinois,17167000800,Low-Income Community
Illinois,17167000900,Low-Income Community
Illinois,17167001600,Low-Income Community
Illinois,17167001700,Low-Income Community
Illinois,17167002400,Low-Income Community
Illinois,17169970100,Low-Income Community
Illinois,17173959300,Low-Income Community
Illinois,17177000800,Low-Income Community
Illinois,17177001300,Low-Income Community
Illinois,17179021101,Low-Income Community
Illinois,17181950400,Low-Income Community
Illinois,17183000200,Low-Income Community
Illinois,17183000400,Low-Income Community
Illinois,17183011200,Low-Income Community
Illinois,17187870500,Low-Income Community
Illinois,17189950300,Low-Income Community
Illinois,17191955000,Low-Income Community
Illinois,17193958000,Low-Income Community
Illinois,17195001500,Low-Income Community
Illinois,17197881200,Low-Income Community
Illinois,17197881900,Low-Income Community
Illinois,17197882000,Low-Income Community
Illinois,17197882400,Low-Income Community
Illinois,17197882500,Low-Income Community
Illinois,17199020400,Low-Income Community
Illinois,17201001000,Low-Income Community
Illinois,17201002100,Low-Income Community
Illinois,17201002500,Low-Income Community
Illinois,17201002600,Low-Income Community
Illinois,17201003200,Low-Income Community
Indiana,18001030700,Low-Income Community
Indiana,18003000500,Low-Income Community
Indiana,18003000600,Low-Income Community
Indiana,18003000701,Low-Income Community
Indiana,18003001100,Low-Income Community
Indiana,18003001200,Low-Income Community
Indiana,18003001300,Low-Income Community
Indiana,18003002000,Low-Income Community
Indiana,18003002100,Low-Income Community
Indiana,18003004000,Low-Income Community
Indiana,18003980001,Low-Income Community
Indiana,18005010800,Low-Income Community
Indiana,18009975100,Low-Income Community
Indiana,18011810400,Low-Income Community
Indiana,18015959600,Low-Income Community
Indiana,18019050100,Low-Income Community
Indiana,18019050401,Low-Income Community
Indiana,18019050903,Low-Income Community
Indiana,18025952100,Low-Income Community
Indiana,18027954700,Low-Income Community
Indiana,18033020500,Low-Income Community
Indiana,18033020602,Non-LIC Contiguous
Indiana,18035000600,Low-Income Community
Indiana,18035000700,Low-Income Community
Indiana,18035001300,Low-Income Community
Indiana,18035002800,Low-Income Community
Indiana,18037953800,Low-Income Community
Indiana,18039000100,Low-Income Community
Indiana,18039000302,Low-Income Community
Indiana,18039001601,Low-Income Community
Indiana,18039002300,Low-Income Community
Indiana,18039002900,Non-LIC Contiguous
Indiana,18041954100,Low-Income Community
Indiana,18043070400,Low-Income Community
Indiana,18043070500,Low-Income Community
Indiana,18047969700,Low-Income Community
Indiana,18051050502,Low-Income Community
Indiana,18053000100,Low-Income Community
Indiana,18063210607,Low-Income Community
Indiana,18065976100,Low-Income Community
Indiana,18067000200,Low-Income Community
Indiana,18069961600,Low-Income Community
Indiana,18071967901,Low-Income Community
Indiana,18079960302,Low-Income Community
Indiana,18081610802,Low-Income Community
Indiana,18083955300,Low-Income Community
Indiana,18083955400,Low-Income Community
Indiana,18089010201,Low-Income Community
Indiana,18089010203,Low-Income Community
Indiana,18089010205,Low-Income Community
Indiana,18089010304,Low-Income Community
Indiana,18089010500,Low-Income Community
Indiana,18089011000,Low-Income Community
Indiana,18089011500,Low-Income Community
Indiana,18089012300,Low-Income Community
Indiana,18089020200,Low-Income Community
Indiana,18089020400,Low-Income Community
Indiana,18089020600,Low-Income Community
Indiana,18089030300,Low-Income Community
Indiana,18089030400,Low-Income Community
Indiana,18089030600,Low-Income Community
Indiana,18089030700,Low-Income Community
Indiana,18091040300,Low-Income Community
Indiana,18091040800,Low-Income Community
Indiana,18091042100,Low-Income Community
Indiana,18091043000,Low-Income Community
Indiana,18093950900,Low-Income Community
Indiana,18095000500,Low-Income Community
Indiana,18095001000,Low-Income Community
Indiana,18095001700,Low-Income Community
Indiana,18095011900,Low-Income Community
Indiana,18097310306,Low-Income Community
Indiana,18097322000,Low-Income Community
Indiana,18097322600,Low-Income Community
Indiana,18097330805,Low-Income Community
Indiana,18097340102,Low-Income Community
Indiana,18097340108,Low-Income Community
Indiana,18097340400,Low-Income Community
Indiana,18097341600,Low-Income Community
Indiana,18097342101,Low-Income Community
Indiana,18097342400,Low-Income Community
Indiana,18097351200,Low-Income Community
Indiana,18097351700,Low-Income Community
Indiana,18097352600,Low-Income Community
Indiana,18097352700,Low-Income Community
Indiana,18097352800,Low-Income Community
Indiana,18097353300,Low-Income Community
Indiana,18097353500,Low-Income Community
Indiana,18097353600,Low-Income Community
Indiana,18097354200,Low-Income Community
Indiana,18097354400,Low-Income Community
Indiana,18097354500,Low-Income Community
Indiana,18097354900,Low-Income Community
Indiana,18097355000,Low-Income Community
Indiana,18097355600,Low-Income Community
Indiana,18097355700,Low-Income Community
Indiana,18097356200,Non-LIC Contiguous
